index,deg
16455,1102
16457,1034
16458,443
16459,426
16461,475
16463,462
16464,344
16467,362
16472,371
16478,375
16485,622
16486,638
16490,614
16493,573
16496,581
16498,478
16499,538
16500,511
16501,471
16502,515
16510,805
16512,999
16519,53
16520,195
16522,524
16523,604
16524,373
16526,1121
16534,4701
16535,179
16538,18
16539,25
16540,26
16541,48
16543,56
16545,70
16552,140
16553,177
16554,193
16555,250
16556,293
16557,356
16558,527
16559,577
16560,1089
16561,1701
16565,1205
16568,1058
16572,983
16573,1012
16579,818
16580,865
16586,779
16587,753
16588,713
16590,234
16593,91
16594,66
16600,27
16602,1034
16608,28
16612,3
16619,300
16620,251
16621,276
16623,35
16625,287
16626,268
16627,332
16629,380
16633,345
16634,375
16635,145
16636,131
16638,452
16641,486
16643,74
16645,129
16646,148
16651,142
16652,160
16654,51
16655,62
16656,10
16657,114
16658,184
16663,183
16664,181
16665,173
16667,196
16669,64
16671,549
16674,836
16675,833
16676,899
16677,884
16678,1018
16680,1160
16683,1524
16684,1647
16685,1716
16686,1845
16687,2109
16688,2103
16689,2633
16693,11
16694,17
16695,631
16697,831
16699,489
16700,532
16701,111
16703,581
16704,654
16706,610
16707,657
16709,374
16710,711
16712,787
16713,216
16714,759
16715,770
16716,785
16717,1026
16718,1493
16719,1542
16720,2620
16721,1662
16722,410
16723,617
16724,683
16725,703
16726,862
16727,1013
16728,1075
16729,1078
16730,1130
16731,1392
16732,1481
16733,1694
16736,1728
16737,90
16739,1953
16740,2532
16742,2958
16744,2831
16745,29
16746,3404
16748,72
16756,125
16760,43
16763,156
16764,122
16765,133
16766,161
16768,204
16771,232
16772,325
16773,335
16776,461
16783,380
16787,483
16790,327
16791,287
16797,260
16800,751
16803,41
16807,955
16812,775
16816,680
16818,653
16822,556
16824,502
16828,628
16832,466
16848,469
16854,727
16861,673
16867,593
16893,201
16898,176
16901,79
16915,353
16921,294
16924,275
16962,245
16963,137
16964,26
16990,396
17021,234
17033,296
17036,330
17043,366
17063,521
17065,497
17066,1658
17067,1670
17072,931
17073,973
17078,763
17089,538
17091,523
17092,639
17093,751
17094,730
17095,764
17096,931
17103,412
17104,29
17106,757
17107,676
17109,599
17111,461
17114,426
17116,1779
17118,626
17130,2274
17131,20
17132,41
17133,97
17134,165
17135,224
17136,284
17137,320
17138,274
17139,681
17140,412
17141,430
17143,105
17146,44
17150,140
17162,791
17163,472
17165,402
17169,73
17173,1832
17178,48
17179,68
17180,51
17181,89
17182,106
17183,134
17184,95
17185,107
17186,2443
17194,46
17196,144
17197,217
17198,216
17199,265
17200,265
17201,283
17202,316
17203,426
17204,36
17205,454
17206,81
17207,98
17209,2027
17210,2962
17212,3241
17213,5848
17215,146
17217,189
17222,52
17223,47
17224,54
17225,52
17226,541
17229,207
17230,207
17232,111
17235,122
17236,117
17237,102
17239,50
17240,54
17242,70
17243,75
17246,106
17247,80
17251,40
17253,499
17255,233
17256,205
17257,162
17258,184
17260,82
17263,68
17264,68
17265,91
17270,108
17275,22
17279,38
17280,52
17281,99
17282,92
17283,75
17286,111
17287,9
17290,27
17291,27
17292,40
17293,10
17294,12
17297,32
17299,572
17301,381
17302,296
17303,651
17304,673
17305,710
17306,997
17307,1026
17309,61
17313,1710
17315,1349
17316,1423
17317,6
17322,1454
17323,47
17325,1782
17326,152
17327,827
17333,117
17335,251
17345,551
17350,665
17351,685
17354,12
17360,229
17361,31
17362,1276
17365,70
17366,26
17367,41
17372,66
17373,237
17374,109
17375,292
17384,540
17388,879
17391,1195
17393,4389
17396,493
17398,5531
17410,361
17416,525
17417,334
17419,349
17427,378
17428,764
17430,77
17431,1090
17438,465
17439,249
17441,1028
17443,1355
17444,27
17445,408
17447,61
17448,70
17449,83
17453,108
17454,156
17458,165
17470,354
17474,139
17475,59
17476,62
17477,60
17478,18
17480,296
17481,452
17483,33
17498,99
17499,90
17504,30
17510,148
17513,600
17514,669
17515,881
17516,1519
17524,322
17535,333
17539,165
17542,424
17543,461
17544,595
17549,1220
17550,197
17551,3691
17555,53
17556,103
17557,99
17558,144
17559,144
17560,173
17561,254
17562,307
17565,94
17566,81
17567,57
17568,53
17569,25
17570,17
17574,394
17575,410
17578,159
17580,309
17582,62
17585,413
17586,2681
17589,798
17591,68
17603,98
17615,226
17620,62
17621,92
17625,303
17626,383
17628,427
17632,51
17633,34
17635,4
17639,106
17640,62
17641,476
17642,565
17643,657
17644,1256
17646,1342
17647,23
17648,67
17649,267
17650,314
17651,322
17652,554
17653,546
17654,520
17656,694
17657,734
17658,1029
17660,1262
17661,1347
17662,1443
17663,1576
17664,2176
17665,2926
17668,2442
17671,694
17679,69
17681,1975
17683,3026
17686,362
17688,183
17689,63
17691,30
17692,23
17693,26
17696,1312
17697,1356
17702,42
17708,69
17709,200
17710,425
17712,67
17714,734
17715,589
17718,1935
17723,300
17724,2598
17727,68
17730,57
17731,88
17734,178
17736,156
17737,123
17742,96
17743,69
17744,68
17747,936
17750,147
17752,324
17755,118
17757,479
17758,627
17759,741
17761,41
17763,1638
17767,265
17769,97
17770,567
17771,489
17772,195
17773,43
17775,284
17777,264
17778,167
17779,277
17785,666
17786,584
17788,67
17789,102
17790,104
17791,171
17792,239
17793,290
17794,418
17795,445
17798,478
17799,525
17802,30
17809,144
17812,35
17813,738
17814,133
17817,148
17820,625
17821,15
17822,448
17823,293
17825,227
17830,836
17831,509
17833,168
17834,133
17835,70
17837,50
17841,118
17842,116
17843,101
17846,9
17847,740
17848,674
17850,285
17853,259
17854,1308
17855,839
17856,794
17857,737
17858,1026
17859,505
17861,424
17863,310
17866,38
17867,173
17868,113
17869,1230
17870,1679
17872,8
17873,97
17874,34
17875,13
17876,866
17877,122
17878,52
17879,1378
17880,119
17881,212
17883,237
17884,505
17885,11
17886,629
17887,385
17888,816
17889,755
17890,881
17891,1021
17892,1263
17894,1640
17895,1778
17896,2106
17900,2498
17906,1543
17908,52
17909,63
17911,110
17912,352
17913,524
17914,696
17917,1126
17918,1218
17920,1940
17921,1983
17922,2063
17923,2398
17924,2659
17925,3453
17926,4615
17927,5298
17929,69
17930,109
17931,85
17932,77
17933,2338
17934,2481
17935,3152
17938,40
17939,40
17940,40
17941,42
17942,56
17958,116
17959,121
17961,101
17964,43
17968,46
17971,256
17972,851
17974,283
17976,917
17977,952
17978,970
17979,1333
17980,1505
17981,43
17982,1993
17987,665
17993,450
18009,226
18011,166
18012,56
18013,82
18015,64
18017,875
18019,93
18025,220
18029,1219
18031,923
18034,734
18036,815
18037,5185
18038,937
18039,1098
18040,1163
18041,1104
18042,1228
18043,1463
18045,2318
18046,2433
18047,2947
18048,3168
18049,3852
18050,961
18051,6909
18052,532
18059,259
18060,208
18061,248
18062,614
18063,460
18069,330
18070,377
18071,403
18075,357
18078,448
18080,545
18082,519
18083,552
18085,803
18086,855
18087,871
18088,903
18090,154
18094,22
18113,365
18114,280
18118,215
18119,210
18121,166
18125,200
18131,72
18136,19
18138,9
18160,37
18164,150
18165,1114
18166,1373
18167,1206
18169,19
18172,1192
18174,77
18175,89
18179,95
18181,52
18187,83
18196,178
18198,175
18207,139
18224,933
18234,26
18236,306
18247,33
18248,78
18254,10
18256,10
18262,40
18264,56
18277,607
18278,368
18280,145
18281,75
18282,48
18287,1224
18288,22
18290,13
18295,189
18296,125
18299,85
18300,19
18305,334
18309,29
18315,19
18316,25
18322,47
18335,145
18372,469
18373,78
18374,3077
18375,91
18376,1009
18378,88
18379,21
18380,287
18386,1486
18388,779
18394,78
18395,95
18400,1023
18401,634
18406,162
18407,162
18408,80
18409,197
18410,318
18412,49
18427,346
18428,18
18431,428
18432,11
18433,38
18435,392
18438,69
18440,28
18445,611
18448,37
18451,49
18455,61
18458,118
18459,370
18464,9
18467,59
18469,413
18470,123
18472,64
18473,38
18474,181
18475,33
18477,418
18478,184
18479,147
18480,178
18481,150
18483,31
18486,39
18488,145
18489,1489
18491,31
18493,4693
18495,233
18498,32
18504,122
18526,20
18528,52
18530,40
18531,33
18532,22
18533,16
18538,38
18539,38
18557,109
18559,144
18560,146
18576,349
18577,124
18585,219
18586,253
18587,648
18589,106
18590,108
18596,87
18597,1240
18599,716
18601,112
18608,11
18609,423
18611,384
18613,57
18619,1614
18624,1646
18625,1619
18626,2181
18627,98
18629,53
18631,153
18632,112
18633,50
18634,617
18635,355
18637,237
18638,53
18639,288
18640,448
18641,604
18643,117
18644,84
18647,106
18650,1162
18654,65
18662,211
18664,113
18666,1325
18668,111
18671,34
18672,172
18673,127
18681,36
18686,17
18687,350
18688,370
18689,548
18690,540
18692,954
18693,1191
18694,1667
18696,730
18697,790
18699,871
18700,910
18701,1102
18702,1130
18704,1165
18706,6
18710,1333
18711,1337
18712,1430
18715,40
18717,2388
18719,2540
18722,269
18726,46
18727,45
18741,84
18742,144
18743,115
18744,81
18745,142
18746,24
18749,967
18751,1336
18753,78
18754,475
18755,1714
18757,2448
18768,32
18769,91
18773,245
18777,34
18780,608
18781,694
18782,860
18783,46
18784,953
18785,961
18787,502
18788,546
18793,268
18798,174
18801,17
18802,19
18806,167
18809,167
18810,11
18811,11
18813,1677
18814,183
18815,190
18816,223
18817,294
18818,424
18819,414
18820,473
18821,76
18826,900
18829,35
18830,41
18832,149
18833,243
18834,328
18836,651
18840,152
18841,1176
18842,1537
18844,20
18846,1802
18847,19
18848,714
18850,43
18855,30
18858,22
18859,24
18868,16
18873,90
18876,1656
18880,2314
18886,162
18892,840
18898,93
18905,1333
18906,262
18907,259
18908,383
18909,481
18910,497
18911,480
18912,660
18913,828
18914,663
18915,855
18916,989
18919,1372
18920,1475
18921,1714
18925,2567
18926,2883
18927,55
18928,183
18929,250
18930,827
18932,913
18933,844
18934,855
18935,825
18937,774
18939,653
18940,692
18941,634
18943,595
18945,820
18951,462
18954,319
18955,354
18957,318
18959,1702
18960,1895
18961,2607
18962,3262
18974,1282
18975,1234
18976,1173
18977,1155
18980,953
18981,809
18982,893
18983,932
18985,120
18986,111
18987,150
18988,190
18990,4
18994,67
18995,143
19001,20
19003,110
19007,19
19009,170
19013,262
19015,42
19017,216
19018,171
19020,156
19022,135
19023,892
19028,65
19029,65
19033,69
19034,94
19035,84
19039,240
19040,230
19043,159
19044,129
19047,133
19048,134
19051,113
19054,62
19064,1152
19065,228
19066,1224
19067,97
19068,51
19070,170
19071,202
19074,50
19084,379
19085,187
19088,852
19089,874
19094,41
19096,109
19099,112
19104,42
19107,1619
19110,73
19111,71
19114,2743
19116,96
19118,331
19119,53
19123,119
19124,65
19127,49
19128,882
19136,152
19138,348
19139,379
19145,324
19146,25
19147,150
19149,152
19153,32
19154,19
19157,1389
19158,1203
19160,965
19162,633
19166,378
19170,513
19190,10
19191,412
19194,257
19195,45
19199,114
19202,181
19203,154
19205,232
19206,287
19208,302
19209,355
19210,345
19211,507
19212,514
19213,585
19214,626
19217,573
19218,716
19219,758
19221,154
19222,155
19223,156
19224,143
19226,117
19231,25
19234,41
19243,803
19244,875
19245,101
19246,66
19247,41
19249,41
19250,41
19251,26
19252,41
19253,43
19254,46
19256,55
19257,52
19258,60
19262,79
19264,85
19265,96
19268,91
19269,641
19270,96
19272,92
19273,41
19274,67
19275,68
19276,67
19278,56
19280,53
19281,53
19282,53
19283,53
19284,53
19285,53
19286,99
19287,41
19288,41
19291,41
19293,41
19295,1348
19304,210
19319,275
19320,313
19321,377
19322,400
19323,515
19326,93
19328,204
19329,222
19330,258
19331,258
19333,228
19335,287
19336,340
19337,354
19338,71
19339,347
19340,496
19356,1025
19359,454
19361,340
19364,257
19365,122
19370,106
19371,45
19374,22
19378,24
19380,2802
19381,2888
19383,4278
19391,114
19392,35
19397,88
19402,46
19403,104
19405,180
19407,237
19408,273
19410,287
19411,292
19413,366
19415,594
19416,364
19417,147
19422,117
19423,910
19424,122
19425,96
19428,89
19429,84
19430,75
19431,130
19432,268
19433,166
19434,340
19436,745
19437,761
19440,42
19443,206
19444,26
19445,26
19448,113
19449,99
19451,80
19452,77
19453,85
19454,151
19457,257
19460,1592
19461,1389
19463,305
19478,492
19502,189
19509,835
19511,1661
19512,1356
19513,29
19515,325
19516,356
19517,667
19518,112
19519,653
19520,684
19521,82
19522,790
19524,5
19525,945
19526,1071
19527,1184
19536,359
19541,531
19542,157
19544,855
19545,671
19546,662
19547,465
19550,265
19551,275
19552,259
19553,223
19554,191
19555,182
19556,178
19557,148
19558,129
19564,160
19565,124
19566,1254
19568,124
19569,94
19570,79
19571,35
19580,54
19582,186
19589,672
19590,351
19593,246
19599,1405
19600,1068
19601,801
19603,401
19604,336
19605,289
19607,105
19611,39
19614,26
19628,166
19652,48
19657,36
19669,36
19670,54
19671,42
19672,53
19673,71
19674,92
19675,117
19676,116
19677,116
19682,7
19685,17
19686,185
19687,229
19689,249
19690,281
19693,486
19696,56
19699,68
19703,283
19707,612
19710,662
19711,704
19712,790
19714,1231
19715,1595
19716,1731
19717,2372
19718,8
19719,146
19728,113
19731,872
19732,814
19735,712
19737,681
19739,685
19740,598
19741,560
19746,1874
19747,660
19750,114
19752,842
19753,909
19754,943
19755,947
19757,865
19758,1749
19759,17
19760,1898
19761,364
19762,358
19764,256
19766,100
19768,90
19770,37
19771,98
19772,120
19773,333
19774,202
19775,140
19777,156
19778,154
19779,90
19785,1035
19787,106
19788,96
19789,80
19792,69
19793,59
19794,58
19796,11
19799,38
19804,131
19808,1964
19809,2181
19810,2785
19811,2855
19813,79
19814,86
19815,190
19816,353
19817,1093
19819,958
19821,456
19823,398
19825,164
19831,4
19835,118
19836,192
19840,201
19843,218
19844,64
19847,10
19848,15
19850,17
19856,55
19868,1519
19870,166
19874,15
19881,715
19882,734
19890,670
19892,717
19896,626
19901,634
19905,890
19907,902
19910,933
19919,781
19924,814
19925,820
19936,478
19942,406
19946,318
19948,282
19955,119
19972,585
19990,130
19991,120
20000,889
20007,54
20017,238
20018,235
20028,187
20030,168
20031,175
20033,148
20036,1205
20037,1295
20039,1311
20040,1467
20041,1274
20044,1179
20045,1387
20046,1271
20048,1162
20049,1429
20051,1145
20052,1113
20053,1097
20056,955
20061,836
20062,271
20065,1045
20066,1097
20067,1433
20068,35
20071,76
20072,163
20073,155
20076,631
20077,775
20081,25
20082,2408
20083,1644
20087,1404
20088,1462
20091,475
20096,7
20098,627
20099,1076
20100,1174
20101,1311
20103,2020
20104,2101
20105,2313
20106,2795
20107,88
20108,118
20109,135
20110,175
20111,228
20112,237
20113,230
20114,365
20116,124
20119,875
20120,781
20121,794
20122,665
20123,101
20124,556
20126,327
20127,244
20128,385
20130,194
20133,254
20134,115
20138,373
20141,19
20142,864
20143,1408
20145,11
20147,854
20148,1795
20149,1983
20151,200
20153,47
20154,591
20156,19
20159,1528
20160,1317
20161,1261
20162,993
20163,942
20164,807
20165,606
20166,503
20168,422
20169,420
20170,576
20171,584
20172,589
20173,668
20174,923
20175,1014
20176,1238
20177,1667
20183,55
20185,86
20187,179
20188,191
20189,180
20190,192
20191,255
20192,300
20195,33
20198,107
20202,470
20205,137
20207,16
20208,312
20213,14
20229,74
20234,59
20236,173
20237,162
20238,159
20239,10
20241,170
20242,108
20243,108
20244,85
20245,50
20246,24
20248,481
20250,732
20253,1209
20254,1286
20255,1501
20256,1643
20257,1712
20258,57
20259,82
20260,22
20261,8
20264,57
20265,100
20266,53
20268,60
20274,99
20278,191
20283,52
20286,366
20290,402
20296,55
20317,5489
20318,7175
20319,39
20320,13
20322,33
20323,55
20324,53
20354,23
20361,147
20366,27
20373,98
20374,141
20380,1490
20383,952
20386,210
20392,144
20395,130
20400,1178
20402,273
20405,1399
20406,1578
20407,2158
20408,265
20410,1441
20412,602
20416,383
20418,672
20431,279
20432,3315
20433,45
20436,4321
20444,170
20446,4186
20448,169
20449,199
20450,218
20452,274
20453,334
20454,298
20455,537
20456,56
20458,1689
20459,1868
20461,2197
20463,2420
20465,65
20483,711
20485,192
20487,202
20488,226
20489,228
20490,228
20491,73
20492,343
20493,508
20494,622
20495,633
20497,846
20498,2337
20500,907
20506,1161
20507,11
20524,730
20525,589
20526,504
20527,676
20528,832
20529,222
20530,199
20531,804
20532,849
20534,944
20539,64
20541,1592
20542,1398
20547,695
20554,523
20562,18
20563,98
20564,1636
20566,111
20567,1645
20568,72
20569,1726
20570,1889
20571,1803
20572,31
20573,18
20574,18
20576,268
20577,88
20579,929
20580,731
20581,354
20582,286
20583,282
20588,527
20589,1326
20590,1524
20591,1541
20592,1988
20593,2450
20594,2707
20595,2921
20596,2992
20597,33
20598,257
20599,252
20600,296
20603,736
20605,1208
20611,274
20612,1239
20613,1420
20615,453
20616,479
20617,569
20618,677
20619,842
20620,876
20621,1126
20622,1204
20623,1502
20624,2036
20625,442
20627,1676
20628,481
20631,41
20632,79
20633,113
20634,113
20635,125
20636,120
20639,996
20644,70
20653,196
20658,338
20660,115
20661,12
20664,177
20666,417
20667,222
20668,514
20670,467
20672,357
20673,300
20675,337
20678,218
20679,212
20683,189
20684,184
20685,171
20686,131
20687,122
20688,112
20690,108
20691,108
20692,108
20693,209
20695,334
20698,26
20699,10
20702,233
20703,129
20704,255
20705,130
20708,267
20709,267
20711,336
20712,617
20713,557
20714,358
20715,383
20716,431
20717,458
20719,596
20720,185
20721,83
20722,80
20723,61
20724,61
20725,53
20726,77
20732,1163
20733,314
20745,142
20746,633
20750,84
20753,46
20755,599
20759,350
20760,574
20761,771
20763,109
20765,86
20766,1181
20768,1456
20769,39
20771,806
20774,25
20776,833
20789,449
20800,325
20801,396
20802,609
20803,45
20805,4
20814,96
20820,302
20821,235
20823,193
20848,149
20850,293
20851,293
20852,363
20856,429
20859,417
20877,186
20878,124
20881,239
20883,115
20886,245
20888,110
20890,128
20891,217
20893,430
20894,108
20897,108
20899,105
20905,243
20906,202
20915,207
20916,176
20919,203
20926,169
20928,149
20929,238
20930,44
20932,87
20933,89
20934,62
20935,62
20936,52
20937,57
20938,44
20939,44
20940,44
20941,44
20942,44
20943,44
20944,120
20945,44
20946,44
20949,44
20950,44
20951,44
20952,904
20953,44
20954,44
20955,44
20956,38
20957,120
20958,120
20959,120
20960,120
20962,120
20963,120
20964,120
20965,120
20966,120
20967,120
20968,120
20969,120
20970,36
20971,120
20972,120
20974,120
20975,120
20976,120
20977,120
20978,120
20979,120
20980,120
20981,120
20982,120
20984,72
20987,2796
20997,3012
21000,784
21005,86
21007,3107
21010,34
21013,23
21014,17
21015,1622
21018,817
21022,120
21023,2220
21025,359
21035,1207
21036,579
21037,605
21039,664
21043,826
21044,942
21046,1137
21047,1231
21048,1234
21049,518
21050,1183
21051,1329
21052,1369
21053,1559
21054,3331
21056,164
21057,132
21058,206
21059,308
21062,36
21077,34
21078,35
21081,302
21083,361
21086,434
21087,426
21088,114
21090,230
21091,681
21092,176
21093,162
21094,166
21096,142
21097,834
21099,143
21100,120
21102,136
21103,119
21104,126
21105,125
21107,95
21108,121
21110,120
21111,120
21112,120
21113,120
21114,535
21122,570
21123,120
21126,555
21127,267
21128,612
21134,585
21135,612
21137,649
21138,662
21141,611
21142,614
21143,693
21152,5
21153,1008
21155,836
21157,749
21161,675
21178,318
21181,62
21183,131
21188,361
21219,218
21221,536
21224,763
21228,1033
21234,1078
21247,571
21256,484
21257,484
21261,487
21269,382
21273,783
21274,1139
21275,1105
21281,919
21282,953
21283,866
21289,702
21293,651
21299,109
21313,792
21315,78
21316,72
21323,48
21334,359
21337,295
21339,295
21342,231
21353,490
21354,487
21355,484
21359,449
21361,400
21371,370
21376,343
21378,616
21379,844
21380,1088
21384,667
21390,607
21392,598
21393,587
21394,564
21397,549
21399,587
21402,526
21403,514
21406,166
21423,316
21425,317
21427,333
21429,168
21436,287
21443,945
21455,199
21459,1475
21461,1932
21463,1508
21464,1084
21465,1068
21466,650
21468,744
21469,678
21474,481
21482,406
21510,97
21523,1202
21526,59
21528,1500
21530,1160
21531,1053
21534,933
21537,355
21539,3036
21540,341
21542,250
21548,1120
21559,189
21563,136
21565,47
21566,49
21575,293
21579,282
21581,243
21600,116
21611,361
21612,344
21613,308
21614,628
21620,477
21624,596
21627,684
21662,416
21665,436
21677,1472
21678,1088
21682,850
21686,565
21691,457
21696,259
21698,304
21699,296
21700,384
21701,475
21702,449
21703,624
21704,1421
21705,1507
21706,1808
21708,362
21720,102
21721,20
21724,480
21726,424
21727,283
21728,274
21729,227
21730,204
21731,181
21732,81
21734,80
21738,15
21741,195
21742,224
21743,1155
21746,145
21757,187
21769,46
21772,15
21777,343
21783,13
21784,404
21787,18
21789,33
21790,134
21791,115
21794,75
21795,71
21796,71
21803,1996
21805,2085
21810,2434
21819,2400
21821,1347
21825,622
21826,294
21827,308
21828,340
21829,280
21831,4
21832,320
21833,360
21834,367
21835,413
21836,643
21837,589
21839,634
21846,57
21849,1365
21851,103
21857,38
21859,40
21860,29
21861,61
21862,89
21863,101
21865,164
21866,148
21867,178
21868,174
21869,201
21870,170
21871,179
21872,194
21873,202
21874,201
21876,243
21901,338
21905,172
21906,305
21907,391
21908,395
21909,477
21911,594
21912,877
21913,966
21915,67
21917,470
21918,120
21920,237
21925,364
21926,369
21928,27
21930,1137
21933,673
21936,353
21937,271
21938,655
21939,777
21940,869
21941,1005
21942,1115
21943,460
21944,1162
21946,1259
21948,100
21949,1549
21951,1719
21960,612
21961,658
21963,84
21964,90
21966,24
21969,147
21972,9
21975,574
21978,116
21979,79
21982,644
21986,766
21991,654
21992,729
22001,528
22005,649
22012,818
22017,633
22023,680
22033,837
22037,366
22051,537
22057,508
22064,554
22067,573
22074,636
22075,797
22084,522
22088,1375
22090,2476
22091,2384
22092,1779
22093,1748
22094,64
22095,1632
22096,1546
22099,1418
22104,1434
22107,1230
22109,1284
22110,1147
22115,28
22116,416
22117,435
22118,416
22119,523
22120,665
22122,679
22123,864
22124,892
22125,1122
22126,1166
22127,28
22128,1295
22129,1581
22130,130
22131,93
22132,56
22133,68
22134,52
22135,52
22136,59
22137,45
22138,1735
22144,1108
22146,1034
22147,977
22150,898
22151,929
22154,866
22156,3198
22159,958
22162,971
22163,848
22168,1259
22169,1342
22173,1075
22174,1155
22176,1110
22182,1029
22188,1145
22189,1051
22190,1037
22193,15
22194,151
22195,151
22196,151
22197,151
22198,151
22199,100
22207,151
22211,763
22214,248
22215,215
22217,98
22220,191
22222,670
22223,364
22224,281
22225,288
22226,63
22227,283
22228,256
22229,232
22230,228
22231,209
22232,203
22233,112
22234,183
22235,182
22236,165
22237,163
22238,160
22239,157
22240,159
22241,156
22242,153
22243,152
22244,151
22245,151
22248,394
22249,392
22250,366
22251,343
22255,281
22256,325
22257,333
22258,326
22259,392
22260,337
22261,322
22262,295
22266,292
22269,276
22270,243
22272,1285
22273,518
22274,111
22275,131
22277,174
22278,245
22279,253
22280,273
22281,297
22282,556
22285,962
22288,869
22289,744
22290,684
22292,648
22293,628
22294,500
22297,431
22300,352
22327,518
22328,489
22345,463
22367,185
22403,143
22404,50
22405,52
22406,41
22407,32
22408,37
22409,15
22410,47
22411,47
22412,254
22413,47
22415,176
22416,49
22417,40
22419,61
22420,67
22421,115
22422,113
22424,114
22426,120
22428,141
22429,165
22430,97
22431,136
22432,187
22433,125
22434,116
22435,132
22436,121
22437,112
22438,57
22439,95
22440,109
22442,95
22443,164
22444,82
22445,83
22446,77
22447,75
22448,70
22449,47
22450,77
22451,73
22452,73
22453,73
22454,73
22455,73
22456,14
22458,1592
22461,24
22462,2592
22472,8
22473,22
22482,721
22483,221
22486,41
22489,308
22490,335
22491,21
22492,415
22493,519
22495,202
22497,1137
22499,928
22502,1157
22503,339
22507,1531
22512,82
22523,111
22525,522
22529,567
22530,38
22533,1101
22534,1137
22536,139
22538,81
22539,88
22540,114
22541,88
22543,68
22544,59
22545,35
22546,55
22548,1216
22549,10
22560,205
22561,388
22562,1339
22563,1267
22564,2052
22565,2987
22566,47
22567,143
22568,1039
22569,23
22574,1108
22575,396
22577,386
22578,334
22579,322
22580,376
22581,252
22582,300
22583,248
22584,248
22585,242
22586,254
22587,11
22589,93
22590,2377
22591,3608
22592,44
22593,211
22594,279
22598,328
22599,346
22600,217
22601,415
22602,451
22603,454
22604,627
22605,596
22609,744
22610,843
22611,978
22612,1048
22613,267
22622,275
22624,58
22626,104
22631,602
22632,163
22633,64
22634,1480
22636,710
22637,554
22638,531
22641,166
22642,149
22661,61
22666,67
22678,63
22681,114
22682,146
22684,152
22686,140
22687,164
22688,259
22689,316
22690,300
22691,332
22694,437
22695,407
22697,258
22703,143
22707,53
22711,860
22713,70
22714,589
22718,840
22720,121
22722,11
22724,182
22725,228
22726,47
22727,268
22728,21
22729,338
22730,495
22731,800
22733,1121
22734,130
22736,1284
22737,1691
22738,1691
22739,2233
22740,2188
22741,2725
22742,37
22745,127
22748,55
22750,49
22752,903
22755,398
22756,276
22759,62
22760,113
22761,86
22762,66
22763,39
22764,156
22766,158
22768,214
22771,80
22772,37
22773,35
22774,54
22775,51
22776,28
22777,57
22778,44
22779,73
22780,52
22781,64
22782,69
22783,78
22785,74
22786,94
22787,81
22788,99
22789,61
22790,108
22791,106
22792,110
22793,132
22794,131
22795,127
22796,175
22801,66
22803,11
22805,27
22808,108
22809,8
22812,17
22813,21
22815,26
22816,24
22817,23
22818,24
22819,26
22820,21
22821,39
22828,611
22843,550
22850,841
22856,1150
22867,820
22877,45
22889,509
22892,17
22895,883
22896,893
22897,926
22899,884
22900,1044
22902,949
22903,279
22906,393
22916,96
22925,138
22926,118
22927,72
22928,876
22934,159
22936,162
22937,67
22941,71
22944,70
22953,201
22954,204
22955,153
22957,42
22958,42
22960,38
22962,664
22967,432
22969,123
22983,928
22986,21
22987,57
22988,163
22991,98
22992,22
22993,908
22994,931
22998,256
22999,86
23000,84
23001,52
23002,44
23004,13
23006,14
23008,113
23009,973
23010,84
23011,72
23012,891
23016,280
23017,240
23018,204
23019,116
23020,113
23021,934
23022,113
23023,113
23024,113
23025,63
23028,67
23029,69
23031,883
23034,1086
23035,52
23036,1103
23038,1170
23040,385
23041,7
23042,1026
23043,1043
23044,1185
23045,1136
23046,1170
23049,104
23051,1072
23052,79
23053,1114
23054,1159
23055,1078
23056,1179
23062,1092
23063,1121
23067,1069
23068,15
23069,15
23070,1058
23071,61
23072,1050
23075,1055
23076,1100
23077,1092
23078,1017
23080,184
23087,1235
23088,117
23089,175
23091,51
23092,23
23094,1103
23095,1152
23096,1114
23097,1183
23098,1155
23099,1158
23100,1213
23101,1214
23103,1145
23115,1132
23116,1157
23119,1158
23120,1130
23121,1211
23122,1138
23123,1119
23124,1047
23125,1162
23127,1186
23128,1074
23129,1109
23130,104
23131,1215
23132,1151
23133,1162
23135,1174
23136,20
23137,1174
23144,51
23145,951
23152,938
23155,126
23156,919
23160,71
23161,872
23162,977
23163,923
23164,947
23165,104
23166,29
23167,890
23169,956
23170,13
23172,66
23173,191
23174,38
23175,965
23179,995
23182,998
23185,988
23192,1025
23194,1080
23195,1076
23196,1043
23197,1084
23198,881
23199,1073
23200,1045
23201,1108
23202,1069
23203,1047
23204,1049
23205,1042
23206,1098
23207,1058
23208,1059
23209,1067
23213,1036
23214,1003
23218,33
23219,960
23220,991
23221,914
23222,980
23223,988
23224,996
23225,1012
23226,993
23227,1023
23228,436
23229,1049
23230,1053
23231,924
23233,73
23237,1022
23238,980
23239,1002
23240,1051
23241,1068
23242,1058
23243,1043
23244,49
23248,761
23249,750
23250,778
23251,23
23252,691
23253,815
23254,794
23256,804
23257,752
23259,789
23260,777
23261,812
23262,796
23263,761
23264,159
23265,844
23266,55
23268,803
23269,724
23270,30
23271,701
23276,42
23277,42
23278,43
23280,66
23284,79
23285,776
23286,98
23288,789
23289,222
23290,288
23294,767
23299,70
23300,809
23304,835
23308,88
23309,56
23310,42
23311,771
23312,233
23315,846
23316,94
23317,782
23318,776
23319,813
23320,914
23321,854
