idx,deg
23851,1352
23852,13
23853,1409
23854,1358
23855,1447
23856,1428
23857,1452
23858,1387
23859,1493
23860,1467
23861,1492
23862,1439
23863,34
23865,1505
23866,1435
23869,1442
23870,1509
23871,1403
23872,1591
23873,1464
23875,98
23879,507
23880,465
23883,439
23890,446
23893,352
23896,336
23904,61
23905,48
23906,55
23907,37
23908,36
23910,31
23913,1778
23914,107
23917,241
23921,432
23922,658
23925,547
23928,482
23938,376
23939,155
23940,1697
23945,46
23950,368
23961,244
23964,220
23968,1695
23969,214
23977,157
23980,149
23981,1548
23985,968
23986,1573
23989,1170
23993,23
23995,1554
23996,1692
24001,16
24002,214
24004,1709
24005,1679
24006,1579
24008,766
24009,34
24010,34
24011,34
24012,34
24016,1581
24018,1582
24019,1543
24021,1665
24023,1548
24025,1622
24026,1595
24029,89
24031,31
24034,1747
24035,1628
24037,1664
24038,1600
24039,1597
24040,1661
24045,1668
24046,1724
24047,1716
24049,1653
24052,1725
24053,1725
24054,1668
24055,1782
24056,1732
24060,1703
24064,1626
24074,1698
24079,1581
24081,1704
24086,1269
24090,212
24091,155
24095,91
24097,68
24101,1240
24104,231
24105,1209
24108,1180
24112,1224
24115,123
24117,355
24121,682
24123,397
24124,380
24127,517
24128,247
24129,466
24140,1237
24147,1181
24158,1015
24161,25
24162,21
24163,33
24165,28
24167,203
24170,1199
24173,26
24174,1180
24177,29
24179,232
24180,52
24181,1147
24188,1287
24189,1223
24191,1237
24193,71
24194,1216
24195,82
24197,466
24200,122
24201,1196
24206,77
24209,228
24210,1202
24211,313
24212,1132
24215,37
24216,20
24225,235
24226,66
24228,164
24229,169
24232,35
24236,114
24240,584
24241,234
24242,99
24243,97
24244,66
24245,1119
24259,22
24260,1167
24267,457
24268,372
24270,260
24272,1177
24284,64
24298,1292
24299,1299
24300,1312
24301,1269
24302,288
24303,165
24304,49
24306,1007
24308,413
24309,1267
24311,1385
24312,165
24313,1283
24314,138
24315,90
24318,1356
24319,1356
24320,1335
24321,40
24322,1310
24323,951
24324,112
24325,1294
24326,1307
24327,1248
24328,1319
24329,1258
24330,1327
24331,1280
24332,1255
24333,1327
24334,1286
24335,1346
24336,1192
24337,866
24338,1337
24339,1270
24340,1249
24341,1233
24342,1284
24343,1207
24344,1261
24345,1243
24346,1281
24347,1304
24348,1332
24350,1359
24351,1371
24352,1338
24353,1356
24354,1409
24355,1367
24356,1364
24358,1419
24363,1340
24364,1304
24365,1374
24366,1352
24367,1302
24368,108
24369,80
24372,45
24373,1352
24378,613
24379,578
24380,622
24384,1329
24388,180
24389,1192
24396,1327
24398,1384
24399,1362
24400,1311
24402,320
24403,258
24404,273
24405,273
24406,271
24407,277
24408,288
24409,1243
24410,287
24411,302
24412,293
24413,312
24414,307
24415,320
24416,259
24417,321
24418,328
24419,306
24420,331
24421,337
24422,345
24423,300
24424,362
24425,364
24426,364
24427,397
24429,245
24430,62
24431,80
24432,100
24433,91
24434,81
24435,125
24436,131
24437,138
24439,245
24440,245
24441,245
24443,245
24444,245
24445,247
24446,252
24447,249
24448,258
24449,262
24450,265
24451,264
24452,263
24453,261
24454,260
24455,1208
24457,408
24461,1208
24463,1283
24464,1238
24465,14
24466,1264
24467,1246
24469,1197
24470,9
24475,1275
24476,1200
24477,15
24478,1129
24479,1341
24480,80
24494,713
24499,222
24511,36
24514,354
24520,124
24525,287
24527,37
24533,270
24536,155
24539,263
24543,315
24547,291
24548,258
24549,307
24553,310
24563,322
24564,296
24565,362
24572,319
24574,348
24580,376
24587,333
24588,319
24589,298
24590,319
24593,13
24594,13
24595,51
24597,259
24598,279
24600,208
24602,307
24603,305
24604,343
24606,312
24607,319
24609,329
24610,328
24611,302
24612,338
24615,196
24617,104
24619,63
24620,63
24621,22
24623,29
24626,329
24631,224
24638,244
24639,242
24640,599
24642,235
24645,98
24649,702
24651,584
24653,257
24655,493
24656,442
24661,345
24669,287
24673,277
24680,494
24681,445
24685,62
24687,278
24690,249
24691,294
24692,263
24694,269
24697,281
24698,281
24699,250
24706,20
24707,269
24708,286
24709,281
24710,269
24711,280
24714,359
24722,91
24723,99
24724,386
24729,112
24731,118
24732,388
24733,143
24745,216
24750,294
24757,219
24763,133
24764,133
24769,68
24770,63
24798,173
24805,409
24828,148
24830,125
24832,79
24833,65
24834,305
24836,59
24838,606
24839,311
24840,43
24842,43
24843,40
24844,40
24845,26
24849,353
24860,312
24868,319
24869,242
24873,347
24876,29
24877,405
24878,24
24879,43
24880,39
24881,80
24882,128
24883,150
24884,200
24886,103
24887,74
24890,29
24891,23
24896,977
24897,957
24901,492
24902,343
24905,521
24906,697
24909,339
24911,345
24914,327
24915,198
24918,348
24919,323
24920,309
24922,378
24926,334
24927,56
24929,107
24930,113
24931,99
24932,116
24933,100
24934,90
24936,60
24937,139
24938,96
24942,114
24943,220
24949,93
24957,93
24965,79
24971,109
24972,99
24973,106
24975,90
24976,83
24980,96
24983,149
24987,114
24990,144
24996,265
24999,123
25000,148
25001,139
25003,118
25005,149
25006,40
25013,360
25019,230
25021,93
25023,117
25025,141
25028,100
25029,136
25030,767
25031,114
25032,116
25034,53
25035,26
25037,33
25038,32
25039,42
25040,33
25041,35
25042,33
25046,38
25048,40
25052,59
25053,64
25054,71
25055,60
25057,63
25060,60
25061,19
25071,14
25073,17
25074,76
25075,23
25076,19
25079,28
25084,70
25085,38
25087,69
25088,86
25089,85
25090,79
25092,88
25094,83
25095,559
25096,474
25097,434
25098,393
25102,295
25108,98
25110,72
25111,95
25112,97
25114,70
25115,77
25116,64
25118,24
25119,31
25120,135
25121,32
25122,215
25123,61
25125,5
25129,78
25132,339
25133,259
25134,262
25135,244
25141,75
25142,556
25151,382
25153,56
25156,201
25164,60
25165,66
25172,49
25178,21
25179,56
25180,18
25181,42
25183,19
25188,299
25190,24
25191,16
25194,165
25195,259
25196,63
25197,244
25198,181
25201,140
25213,49
25216,211
25218,425
25219,40
25220,146
25221,189
25222,84
25223,104
25224,209
25226,227
25229,210
25230,219
25232,230
25233,237
25235,230
25236,214
25237,229
25239,230
25241,144
25242,206
25243,25
25244,188
25246,364
25248,180
25249,169
25250,196
25251,151
25252,156
25253,176
25254,193
25255,172
25256,222
25257,186
25259,177
25260,205
25261,182
25262,194
25263,201
25264,185
25265,198
25267,181
25268,197
25269,200
25270,138
25271,157
25272,169
25273,137
25275,142
25276,137
25279,118
25281,151
25282,259
25284,206
25287,151
25289,148
25292,168
25294,160
25295,193
25296,149
25301,197
25308,163
25310,320
25326,78
25329,30
25332,192
25335,209
25336,107
25340,20
25350,596
25354,591
25355,488
25358,98
25359,91
25361,80
25362,23
25365,584
25368,565
25370,596
25371,593
25372,605
25373,605
25374,638
25378,551
25379,157
25380,184
25382,557
25389,584
25393,60
25397,92
25398,540
25400,540
25402,640
25403,130
25405,42
25407,649
25408,652
25409,600
25410,641
25411,701
25412,594
25413,689
25415,642
25416,655
25420,647
25421,692
25422,629
25429,603
25431,625
25433,588
25434,600
25435,613
25438,575
25443,638
25444,160
25445,158
25446,131
25447,127
25448,599
25449,596
25450,43
25455,744
25457,13
25459,567
25462,524
25463,561
25466,55
25467,64
25468,769
25479,305
25483,52
25484,59
25485,53
25486,9
25487,25
25489,13
25493,481
25495,565
25496,528
25497,485
25498,511
25501,530
25505,502
25521,528
25523,129
25525,138
25528,146
25530,523
25531,584
25532,541
25533,36
25535,259
25537,256
25545,200
25549,551
25555,494
25557,142
25559,491
25560,32
25562,39
25563,631
25564,17
25565,17
25567,653
25568,687
25570,697
25572,51
25574,691
25575,29
25576,24
25577,22
25578,22
25585,1148
25588,666
25589,681
25590,906
25591,73
25592,688
25593,662
25594,652
25595,76
25596,81
25598,65
25600,706
25602,643
25603,700
25604,709
25605,705
25609,185
25612,66
25614,265
25630,80
25634,47
25644,749
25645,741
25646,62
25647,686
25648,692
25649,659
25652,677
25653,16
25655,556
25659,389
25666,393
25668,602
25671,636
25678,72
25683,629
25686,631
25688,602
25689,661
25690,47
25696,83
25707,167
25708,181
25713,235
25714,255
25716,312
25724,44
25725,44
25729,695
25730,636
25732,668
25733,648
25734,703
25735,658
25736,643
25737,646
25738,672
25739,630
25740,707
25742,268
25743,737
25750,640
25753,656
25757,91
25762,28
25774,294
25803,461
25807,324
25808,373
25813,336
25829,67
25836,120
25840,407
25844,387
25859,180
25871,128
25888,60
25891,404
25892,363
25893,381
25894,367
25897,25
25898,25
25899,370
25901,431
25914,344
25926,381
25930,1003
25932,793
25934,814
25936,628
25939,687
25942,628
25965,71
25966,473
25968,59
25969,396
25971,379
25979,391
25982,607
25984,516
25987,361
25989,410
25991,284
25994,500
25997,211
25999,572
26003,483
26007,476
26008,584
26014,171
26016,27
26017,506
26021,462
26022,492
26024,488
26025,466
26027,471
26028,481
26029,453
26030,1215
26031,873
26032,728
26033,292
26035,46
26037,514
26038,27
26044,26
26045,219
26052,21
26053,6
26055,257
26056,93
26057,296
26058,159
26061,136
26067,51
26068,51
26071,57
26079,96
26080,517
26081,79
26083,121
26087,410
26088,401
26089,123
26090,184
26091,189
26092,569
26094,435
26095,424
26096,454
26097,431
26099,441
26100,426
26101,429
26102,422
26103,422
26104,448
26105,393
26107,423
26108,445
26111,411
26125,446
26131,691
26138,484
26143,449
26146,428
26148,424
26151,360
26152,448
26153,192
26156,427
26158,76
26159,120
26162,479
26164,30
26166,455
26167,439
26168,423
26169,461
26170,430
26171,487
26172,493
26173,484
26174,453
26175,473
26179,50
26185,46
26187,443
26191,98
26192,337
26193,486
26194,516
26195,723
26196,967
26198,145
26199,80
26201,9
26204,1262
26205,1095
26206,28
26213,4814
26216,410
26217,1176
26218,2024
26219,2228
26220,4412
26221,19
26222,20
26223,24
26224,37
26225,153
26226,320
26227,381
26228,487
26229,537
26230,662
26231,84
26232,304
26233,1186
26234,1926
26235,2757
26238,209
26239,257
26240,301
26241,481
26242,1041
26243,42
26244,735
26245,889
26246,1288
26247,1830
26248,1999
26250,108
26253,485
26254,159
26255,449
26256,431
26257,239
26258,61
26261,1325
26262,33
26267,195
26268,38
26270,151
26274,1101
26275,1179
26276,1195
26277,251
26279,1748
26280,26
26281,98
26282,128
26283,1833
26285,21
26286,247
26288,18
26290,349
26292,829
26293,476
26294,553
26295,604
26297,1527
26298,1733
26299,20
26300,2046
26301,2062
26302,2228
26303,1080
26304,1035
26305,876
26307,822
26308,554
26309,576
26310,1563
26311,520
26314,455
26315,364
26316,345
26318,281
26320,205
26322,162
26323,952
26324,304
26325,822
26326,1927
26328,494
26330,111
26334,456
26335,588
26337,6
26338,503
26339,1170
26340,2628
26341,2701
26342,3764
26343,4989
26344,545
26345,449
26346,756
26347,1133
26348,1353
26349,50
26355,19
26357,21
26363,63
26364,308
26365,476
26367,418
26368,652
26369,876
26370,901
26371,103
26372,970
26373,1088
26374,1288
26376,130
26384,10
26385,11
26388,133
26394,22
26397,65
26400,141
26401,452
26403,76
26404,80
26407,78
26408,608
26411,515
26415,89
26416,445
26427,342
26428,230
26430,457
26431,37
26432,19
26433,22
26434,72
26435,73
26436,62
26437,119
26438,139
26439,145
26440,183
26442,409
26445,76
26446,260
26447,631
26448,619
26450,200
26451,1097
26452,1775
26453,41
26457,50
26459,3881
26463,1622
26464,7
26465,8
26467,155
26468,197
26470,46
26471,89
26472,224
26473,758
26474,1190
26475,3366
26480,219
26488,193
26495,226
26497,273
26498,337
26500,80
26502,31
26503,1008
26504,434
26506,1494
26507,288
26508,300
26509,337
26510,443
26511,444
26512,603
26513,743
26515,735
26516,909
26517,844
26518,1045
26519,1118
26520,315
26521,1561
26522,1806
26523,186
26524,526
26525,677
26527,97
26529,891
26530,1619
26531,2145
26535,56
26538,28
26539,142
26548,208
26550,250
26552,198
26553,31
26559,570
26560,3813
26561,5063
26562,809
26565,159
26566,2584
26569,33
26570,154
26571,195
26572,2740
26573,1775
26574,767
26575,44
26576,2854
26578,672
26585,56
26589,49
26590,179
26591,200
26593,369
26594,767
26596,416
26597,437
26599,696
26600,755
26601,828
26602,1007
26603,1065
26604,21
26605,1265
26606,1497
26607,1655
26608,1741
26609,1814
26610,2669
26612,290
26614,6025
26615,169
26618,140
26620,131
26623,6026
26625,6060
26630,6246
26631,6165
26641,5609
26643,5654
26644,5900
26646,5821
26648,5762
26649,5733
26652,5715
26655,5941
26662,5896
26663,6038
26664,134
26665,6832
26666,174
26667,160
26668,159
26669,173
26670,171
26671,133
26672,167
26673,133
26674,6812
26675,140
26676,137
26677,134
26678,209
26679,134
26680,6809
26681,116
26682,6793
26683,114
26684,104
26685,110
26686,108
26687,109
26688,107
26689,105
26690,106
26691,6371
26694,35
26695,6444
26697,531
26698,85
26699,6007
26700,48
26701,40
26702,6353
26703,6238
26704,5866
26706,6319
26707,6511
26708,6562
26709,6539
26710,6511
26711,6572
26712,6830
26714,6880
26717,5358
26718,5169
26719,5161
26720,5102
26724,438
26730,5153
26731,231
26733,5227
26742,5396
26745,631
26746,660
26747,594
26750,454
26752,371
26753,4997
26754,320
26755,5098
26757,5122
26759,158
26765,44
26766,28
26767,28
26768,5184
26769,263
26773,5393
26779,5493
26780,5356
26781,5491
26782,5447
26783,5440
26784,5651
26786,5508
26787,5523
26788,5402
26790,5619
26792,5631
26794,5666
26795,5811
26798,5318
26805,5330
26809,6798
26810,5448
26811,5363
26817,5467
26820,5324
26825,192
26830,116
26834,112
26839,36
26842,31
26846,103
26847,1367
26851,645
26855,560
26856,504
26857,501
26858,561
26859,498
26860,468
26861,490
26863,478
26864,391
26867,354
26871,271
26875,6
26877,80
26878,57
26879,46
26880,24
26886,312
26887,962
26889,170
26892,441
26893,443
26894,1986
26895,490
26897,857
26898,993
26899,149
26900,194
26901,29
26902,11
26903,13
26904,5
26910,64
26911,38
26914,722
26915,22
26916,13
26923,27
26924,21
26927,104
26928,104
26929,104
26930,104
26931,104
26932,104
26933,6887
26934,104
26935,104
26936,104
26937,104
26938,104
26939,104
26940,104
26941,104
26942,104
26943,104
26944,104
26945,104
26946,84
26947,68
26948,68
26949,22
26950,7259
26953,7453
26954,6919
26955,106
26956,106
26957,105
26958,105
26959,104
26960,104
26961,104
26962,104
26963,104
26964,104
26965,104
26966,104
26967,61
26968,104
26969,104
26970,104
26971,104
26972,104
26973,104
26974,104
26975,104
26976,104
26977,104
26978,104
26979,104
26981,10561
26982,54
26983,44
26984,10739
26985,10956
26988,59
26989,11937
26990,14044
26991,37
26993,10301
26997,958
26998,1012
26999,915
27000,875
27002,877
27003,870
27004,757
27006,8087
27008,707
27009,454
27010,7475
27011,7605
27012,310
27013,8050
27014,7585
27015,7848
27016,7923
27017,203
27018,8013
27020,8021
27021,8157
27022,8397
27023,8678
27024,8920
27025,8767
27026,9038
27027,9082
27028,9168
27029,160
27030,9636
27031,9755
27032,570
27035,970
27036,997
27039,892
27042,723
27044,590
27045,654
27048,571
27050,564
27051,500
27052,535
27057,360
27065,226
27068,59
27069,73
27073,40
27074,31
27075,31
27076,28
27077,27
27080,756
27081,161
27085,59
27093,45
27094,45
27095,45
27096,45
27097,47
27098,49
27100,54
27101,69
27102,75
27103,87
27104,81
27105,90
27106,94
27107,99
27108,111
27109,148
27110,165
27111,160
27116,342
27117,356
27130,189
27139,194
27156,212
27158,34
27163,315
27184,153
27190,157
27208,338
27214,613
27216,42
27218,124
27219,382
27220,1626
27221,2458
27223,3137
27224,4153
27225,43
27226,177
27228,770
27230,154
27231,438
27232,985
27233,1967
27235,382
27244,353
27249,541
27253,6
27254,6
27260,34
27262,1719
27263,1721
27265,1381
27266,1398
27267,1358
27270,582
27272,10
27273,143
27274,207
27275,212
27276,250
27278,314
27280,389
27282,534
27283,1163
27284,585
27285,735
27303,454
27309,480
27324,952
27327,758
27330,618
27332,733
27338,120
27340,517
27351,443
27354,715
27361,727
27370,93
27375,611
27376,297
27377,386
27389,547
27399,537
27401,388
27410,889
27419,449
27420,1325
27422,133
27425,148
27427,142
27433,103
27443,175
27450,394
27454,400
27455,668
27456,889
27457,1599
27458,1653
27459,2507
27460,2528
27461,153
27463,281
27464,543
27466,1017
27467,249
27474,424
27475,426
27476,476
27477,823
27478,782
27479,1247
27480,1477
27481,44
27482,31
27483,38
27484,40
27485,587
27487,526
27490,566
27491,1040
27492,1179
27493,1404
27494,1585
27495,1680
27496,1693
27497,2525
27498,3011
27499,3094
27500,3222
27501,3679
27503,117
27504,170
27505,182
27506,1048
27507,40
27508,33
27509,90
27513,122
27518,24
27519,47
27520,40
27521,2411
27523,208
27526,5
27533,863
27534,1666
27535,1875
27536,2466
27537,2677
27538,3106
27543,86
27544,362
27545,477
27546,101
27549,182
27550,154
27551,81
27552,30
27556,121
27558,184
27560,757
27562,954
27563,1272
27567,758
27568,609
27570,589
27572,466
27573,26
27588,842
27589,848
27591,2853
27592,840
27593,1054
27594,1247
27595,1469
27596,1472
27597,1864
27601,134
27602,1907
27603,2155
27604,2247
27606,2485
27607,2747
27608,2847
27609,42
27612,977
27617,57
27618,184
27619,234
27621,215
27622,212
27623,316
27624,62
27635,548
27644,161
27653,54
27660,42
27665,352
27666,403
27667,260
27668,162
27670,31
27671,607
27672,155
27690,950
27692,61
27696,52
27698,32
27702,19
27708,104
27713,18
27719,43
27725,224
27731,196
27743,383
27750,496
27752,480
27753,446
27755,388
27758,241
27772,12
27773,26
27775,29
27776,30
27779,229
27780,8
27795,121
27796,17
27800,338
27801,138
27804,70
27805,53
27806,50
27808,43
27810,284
27811,194
27812,195
27813,168
27814,135
27816,137
27817,114
27823,224
27824,71
27827,378
27829,294
27831,263
27832,220
27837,164
27838,165
27839,174
27844,76
27861,625
27867,52
27868,54
27873,77
27874,299
27877,2074
27879,2220
27882,2174
27883,27
27884,1043
27885,903
27888,2224
27890,29
27892,1283
27894,463
27895,197
27902,2190
27903,2109
27904,2189
27907,2132
27908,2044
27909,2234
27917,2231
27918,2212
27919,2089
27920,2179
27921,329
27922,2143
27925,126
27980,159
27981,2194
27990,75
27991,99
27995,158
28009,245
28011,126
28012,89
28013,89
28014,74
28018,2031
28020,28
28022,1963
28023,1958
28026,2010
28027,1925
28028,2066
28031,2007
28033,2162
28034,2129
28035,2050
28036,2064
28037,2174
28038,2091
28039,2129
28040,2103
28042,2184
28043,2144
28044,2121
28046,2069
28047,2140
28048,2085
28050,2147
28051,2101
28052,2024
28053,1892
28055,2110
28059,76
28062,2120
28065,1968
28066,2081
28067,1959
28068,2067
28069,2154
28070,1982
28071,2080
28077,207
28078,212
28080,585
28081,2080
28082,2117
28083,2144
28084,2016
28086,2241
28088,2296
28089,2324
28092,2311
28093,779
28105,2201
28113,20
28119,469
28122,400
28131,195
28135,163
28142,2357
28149,2314
28150,2249
28151,2302
28152,2288
28154,2369
28159,2309
28160,2409
28161,2306
28162,2338
28163,2312
28164,2294
28167,2300
28177,24
28180,2300
28182,2194
28186,2320
28187,2396
28188,2273
28190,2297
28195,2331
28197,434
28199,406
28202,293
28204,2262
28206,268
28207,280
28212,2261
28214,184
28215,149
28238,2240
28239,2133
28240,53
28241,2100
28245,2219
28251,40
28252,33
28253,2257
28254,2258
28255,2170
28264,2357
28265,2249
28266,2305
28267,2286
28269,82
28280,122
28281,112
28290,55
28291,44
28293,16
28302,1806
28303,146
28312,1779
28313,502
28314,1822
28317,1790
28319,1752
28335,1790
28372,312
28373,346
28378,1760
28379,1889
28380,59
28381,44
28382,1942
28383,1876
28387,14
28388,715
28394,814
28401,1831
28402,106
28403,1783
28404,1750
28405,152
28406,1638
28407,1737
28408,34
28409,1725
28410,1784
28411,1812
28419,1792
28423,1772
28428,1761
28433,15
28435,1801
28436,81
28437,1713
28440,137
28442,110
28443,78
28444,63
28445,1734
28450,1743
28451,8
28454,98
28457,13
28458,20
28459,24
28460,22
28461,31
28463,9
28465,1814
28466,144
28467,1885
28468,26
28469,1830
28470,1819
28471,1883
28472,127
28474,51
28476,41
28477,25
28484,149
28485,139
28487,1702
28497,1737
28499,8
28501,1691
28502,1757
28503,1811
28505,1753
28511,1991
28514,785
28527,195
28528,200
28534,1890
28535,37
28536,2013
28538,1935
28539,2057
28540,1927
28541,1963
28543,202
28544,1984
28545,134
28552,1921
28556,2013
28558,1980
28559,479
28562,17
28563,1963
28564,17
28566,20
28568,1959
28569,684
28571,676
28572,2149
28573,2096
28577,209
28578,156
28585,27
28588,2079
28589,1888
28590,1927
28591,2050
28592,2037
28593,1970
28594,2001
28595,45
28596,1917
28597,2002
28598,1906
28599,1914
28606,1966
28624,1829
28628,1864
28630,1929
28632,15
28633,1952
28636,1754
28637,1753
28638,78
28664,1871
28667,1928
28670,1857
28671,1935
28672,1853
28673,1861
28674,1968
28676,1819
28678,1797
28679,1935
28680,1963
28681,1908
28682,1947
28683,1983
28684,1923
28685,1901
28686,1895
28687,1907
28688,1881
28689,1844
28692,1877
28696,1864
28700,1878
28702,1832
28703,2279
28704,1872
28705,1826
28706,1934
28707,1884
28708,1859
28709,1916
28713,1861
28714,1889
28715,1863
28717,89
28718,168
28719,354
28720,245
28721,160
28723,3941
28724,3981
28727,3838
28728,3780
28730,149
28731,849
28732,607
28734,532
28737,435
28739,308
28742,360
28746,3827
28747,118
28748,3823
28749,3724
28750,3973
28751,4032
28756,363
28759,4004
28760,3852
28762,31
28763,708
28764,43
28765,76
28766,65
28767,100
28768,165
28769,383
28777,661
28778,618
28780,426
28781,382
28787,273
28789,3948
28790,220
28795,171
28797,266
28802,292
28804,238
28807,233
28810,209
28812,214
28814,193
28823,3590
28824,3620
28825,3717
28826,3578
28827,3730
28829,3825
28834,3854
28837,3696
28838,3796
28839,3690
28840,3725
28841,3784
28842,3711
28843,3748
28844,3821
28846,3878
28848,3715
28849,3620
28850,3382
28851,3436
28852,3473
28853,3385
28854,3589
28855,3654
28856,3525
28857,3489
28858,3525
28859,3484
28860,3634
28861,3475
28862,3900
28863,3557
28864,3558
28865,3647
28867,3472
28869,3510
28873,3702
28881,267
28883,309
28888,145
28890,459
28892,426
28897,710
28899,741
28902,3679
28903,3930
28914,163
28925,195
28930,4882
28931,20
28932,5045
28934,894
28935,790
28936,721
28937,606
28939,624
28942,583
28944,519
28945,462
28948,345
28950,329
28951,297
28952,243
28953,4871
28954,186
28955,4466
28956,4587
28957,4466
28958,4751
28959,4619
28960,4604
28961,4642
28962,4700
28963,4633
28964,4598
28965,4685
28966,4783
28967,189
28968,4631
28969,4882
28970,4845
28971,4766
28972,4880
28973,4705
28974,4877
28975,4629
28980,49
28982,84
28990,47
28998,5180
28999,75
29000,75
29002,5047
29003,5066
29004,747
29005,719
29014,4963
29015,906
29016,5031
29018,4969
29019,4493
29025,4
29026,312
29028,4985
29029,5078
29032,4163
29033,4073
29034,3975
29035,4139
29037,4050
29038,4152
29041,3
29042,4090
29043,4106
29044,4132
29045,4198
29046,4052
29050,4206
29051,4142
29054,4164
29057,4146
29058,4151
29060,170
29061,130
29065,3916
29067,34
29068,68
29070,129
29072,4296
29080,275
29082,394
29084,4051
29086,4569
29087,64
29088,4505
29089,4599
29092,29
29094,287
29095,63
29096,62
29097,35
29098,4397
29101,4417
29102,4485
29103,4432
29104,4443
29106,4382
29110,4637
29111,24
29113,1125
29114,4254
29115,4206
29116,674
29117,374
29118,276
29119,4312
29120,4393
29122,93
29124,3509
29125,4297
29130,4299
29132,4361
29134,106
29135,4289
29136,4336
29139,2648
29142,2703
29144,2602
29145,2718
29146,2651
29147,14
29148,10
29150,90
29153,42
29155,2695
29156,2655
29157,2629
29158,2699
29160,2686
29162,2782
29163,2652
29164,2495
29165,387
29166,236
29167,156
29169,90
29174,48
29176,2514
29177,2633
29178,447
29181,2706
29182,2541
29187,2625
29188,2613
29190,168
29192,2814
29193,2812
29195,2675
29196,2938
29198,2770
29200,2827
29201,2835
29202,2734
29203,2699
29204,49
29205,2884
29206,2749
29207,2896
29208,2985
29210,2931
29211,2861
29212,2871
29213,2808
29214,2903
29215,2732
29216,2668
29217,2761
29219,2624
29221,2658
29222,2754
29223,2716
29224,2723
29225,2804
29226,2747
29227,2786
29228,2684
29230,2690
29231,2835
29232,2759
29233,2758
29234,2666
29235,2758
29236,2727
29238,2863
29239,2790
29242,2539
29243,2542
29246,2417
29249,2426
29250,2465
29252,2513
29254,2556
29255,2531
29256,2516
29257,2448
29258,2485
29259,2570
29260,2482
29261,1452
29264,2492
29266,2636
29267,351
29268,322
29269,2471
29270,2452
29271,2382
29273,2358
29274,2402
29275,2336
29276,2312
29278,2381
29279,2408
29280,2551
29283,2480
29284,2398
29285,2411
29286,2413
29287,2445
29288,2378
29289,2375
29291,2530
29292,2515
29293,2493
29294,2436
29295,111
29296,2662
29297,2699
29298,2599
29299,61
29300,132
29305,360
29307,2512
29308,2585
29310,63
29311,42
29312,36
29313,28
29314,26
29315,25
29316,29
29321,88
29322,193
29323,167
29324,159
29325,150
29326,152
29327,123
29328,118
29329,136
29330,125
29331,107
29332,91
29333,2624
29334,2913
29335,79
29336,80
29337,2569
29338,65
29339,2576
29340,2663
29342,16
29344,2605
29346,2640
29348,3240
29352,175
29356,199
29358,229
29362,250
29364,247
29367,339
29375,108
29376,119
29377,275
29378,3310
29380,18
29381,3418
29382,3369
29383,3272
29391,90
29392,90
29400,3250
29404,25
29405,50
29406,3396
29410,594
29411,599
29413,3323
29414,3523
29416,3383
29419,3347
29420,3425
29421,3327
29422,3433
29423,3388
29424,3471
29425,3576
29426,3372
29427,470
29428,526
29429,512
29432,634
29434,3246
29437,3551
29438,3235
29439,3229
29444,3238
29445,48
29447,78
29448,3276
29449,76
29452,2915
29453,2951
29454,2941
29457,3078
29458,2914
29459,3081
29460,3105
29461,3018
29462,2996
29464,3194
29465,3098
29467,3158
29470,3221
29473,3252
29476,3190
29477,3114
29478,3013
29479,2943
29481,2912
29483,2876
29484,2903
29485,2856
29486,2895
29487,2900
29488,3024
29489,3051
29490,3035
29491,2956
29492,3106
29493,2842
29494,3050
29495,2882
29496,2953
29497,2986
29498,2862
29499,3025
29500,2910
29501,2859
29505,137
29506,3106
29507,3251
29508,3272
29509,3228
29510,3324
29511,3283
29512,3205
29518,3236
29519,179
29521,3274
29522,52
29525,3228
29527,20
29528,20
29529,23
29530,45
29531,3216
29532,3132
29534,3152
29535,3238
29536,3207
29537,3129
29538,3284
29540,3303
29541,2979
29542,3298
29549,3196
29550,3298
29552,3299
29553,3208
29554,3215
29556,3253
29560,155
29562,217
29564,192
29570,270
29573,155
29575,85
29576,204
29577,178
29578,67
29579,300
29580,60
29581,326
29582,388
29583,105
29584,116
29586,79
29596,297
29600,408
29603,134
29604,12
29605,336
29606,363
29607,144
29608,266
29609,647
29610,656
29611,381
29612,381
29613,381
29614,381
29616,310
29617,320
29618,291
29619,891
29620,288
29621,583
29622,244
29623,269
29624,241
29625,1474
29626,266
29627,266
29628,259
29629,229
29630,239
29632,199
29633,209
29634,15
29636,33
29637,514
29638,1158
29639,851
29640,739
29641,576
29642,520
29643,500
29644,463
29645,486
29646,595
29647,130
29648,438
29649,588
29650,424
29651,396
29652,427
29653,644
29654,394
29655,406
29656,384
29657,382
29658,381
29659,629
29660,1042
29661,1042
29662,902
29664,205
29665,906
29667,790
29668,773
29671,628
29672,1157
29673,208
29674,530
29676,627
29678,191
29680,549
29681,458
29682,490
29683,401
29686,64
29688,153
29689,59
29691,170
29692,51
29695,43
29698,375
29699,22
29701,18
29702,1769
29703,1555
29704,1417
29705,1261
29706,1264
29707,1227
29708,1236
29709,1200
29710,589
29711,1320
29712,1322
29713,1672
29714,1576
29715,1728
29716,1750
29717,2546
29718,4386
29719,50
29721,47
29722,42
29723,1241
29724,621
29725,414
29726,287
29727,241
29728,233
29729,51
29730,186
29731,153
29732,54
29733,119
29734,58
29736,392
29737,433
29739,329
29740,347
29744,183
29748,73
29750,410
29751,401
29752,518
29753,673
29754,713
29755,764
29756,833
29757,1002
